transaction_id,cust_id,trans_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,Date
14259136777,274477,2-18-2014,10,3,1,1489,156.345,1645.345,TeleShop,2-18-2023
7313351894,267568,2-18-2014,2,6,4,481,202.02,2126.02,Flagship store,2-18-2023
37745642681,267098,2-18-2014,1,2,1,109,11.445,120.445,Flagship store,2-18-2023
13861409908,271608,2-18-2014,1,2,2,1352,283.92,2987.92,MBR,2-18-2023
58956348529,272484,2-18-2014,4,1,4,1443,606.06,6378.06,TeleShop,2-18-2023
58886320392,268715,2-18-2014,10,6,2,768,161.28,1697.28,Flagship store,2-18-2023
53081075361,273250,2-18-2014,11,6,5,1345,706.125,7431.125,Flagship store,2-18-2023
10017543415,267097,2-18-2014,3,5,1,164,17.22,181.22,Flagship store,2-18-2023
34065279733,274562,2-18-2014,6,5,2,280,58.8,618.8,e-Shop,2-18-2023
58223423237,268138,2-18-2014,6,5,-3,-1398,440.37,-4634.37,e-Shop,2-18-2023
74085729167,268492,2-18-2014,3,5,3,433,136.395,1435.395,e-Shop,2-18-2023
83498320600,273359,2-18-2014,4,1,4,861,361.62,3805.62,e-Shop,2-18-2023
83313344780,271288,2-18-2014,4,3,2,84,17.64,185.64,Flagship store,2-18-2023
96923177403,270778,2-18-2014,11,6,5,1111,583.275,6138.275,MBR,2-18-2023
78091789730,271030,2-18-2014,4,1,1,380,39.9,419.9,e-Shop,2-18-2023
84466140532,274426,2-18-2014,6,5,5,423,222.075,2337.075,e-Shop,2-18-2023
59232461135,269019,2-17-2014,4,2,2,479,100.59,1058.59,Flagship store,2-17-2023
58223423237,268138,2-17-2014,6,5,3,1398,440.37,4634.37,e-Shop,2-17-2023
60560888204,271250,2-17-2014,10,6,2,707,148.47,1562.47,Flagship store,2-17-2023
22643667930,271489,2-17-2014,12,6,1,1225,128.625,1353.625,TeleShop,2-17-2023
12161898302,274402,2-17-2014,1,2,-1,-891,93.555,-984.555,TeleShop,2-17-2023
43561027610,270244,2-17-2014,8,3,1,728,76.44,804.44,e-Shop,2-17-2023
40604748560,269387,2-17-2014,6,5,5,760,399,4199,Flagship store,2-17-2023
8868056339,268145,2-17-2014,2,6,-2,-152,31.92,-335.92,e-Shop,2-17-2023
78600072636,273067,2-17-2014,9,3,3,446,140.49,1478.49,TeleShop,2-17-2023
79792372943,275108,2-17-2014,3,1,3,908,286.02,3010.02,MBR,2-17-2023
94418788162,267559,2-17-2014,10,6,1,620,65.1,685.1,TeleShop,2-17-2023
86635642295,271763,2-17-2014,12,6,5,562,295.05,3105.05,Flagship store,2-17-2023
75980673312,270678,2-17-2014,7,5,4,1377,578.34,6086.34,TeleShop,2-17-2023
88830495604,269018,2-17-2014,10,6,4,307,128.94,1356.94,MBR,2-17-2023
19729968655,269162,2-16-2014,10,5,2,721,151.41,1593.41,e-Shop,2-16-2023
8709975598,269867,2-16-2014,11,5,3,1243,391.545,4120.545,e-Shop,2-16-2023
56483064719,270108,2-16-2014,4,3,2,1037,217.77,2291.77,e-Shop,2-16-2023
55452156634,273734,2-16-2014,3,5,5,778,408.45,4298.45,e-Shop,2-16-2023
22461440770,270294,2-16-2014,4,3,5,1060,556.5,5856.5,e-Shop,2-16-2023
4067131912,274014,2-16-2014,3,5,4,332,139.44,1467.44,e-Shop,2-16-2023
59201497276,273506,2-16-2014,12,6,3,537,169.155,1780.155,MBR,2-16-2023
51750724947,273420,2-16-2014,6,5,2,791,166.11,1748.11,TeleShop,2-16-2023
45848212352,268592,2-16-2014,1,2,3,1029,324.135,3411.135,TeleShop,2-16-2023
79449440045,271561,2-16-2014,8,3,4,498,209.16,2201.16,e-Shop,2-16-2023
83108241933,273896,2-16-2014,4,1,2,574,120.54,1268.54,e-Shop,2-16-2023
84867095544,267360,2-16-2014,8,3,3,674,212.31,2234.31,e-Shop,2-16-2023
92825360774,267072,2-16-2014,1,2,5,803,421.575,4436.575,e-Shop,2-16-2023
76990911956,270148,2-16-2014,4,3,4,448,188.16,1980.16,Flagship store,2-16-2023
93274880719,271509,2-16-2014,11,6,3,1363,429.345,4518.345,e-Shop,2-16-2023
86612653865,274813,2-16-2014,2,6,3,1271,400.365,4213.365,e-Shop,2-16-2023
10262222991,272069,2-15-2014,7,5,3,1462,460.53,4846.53,e-Shop,2-15-2023
34544863855,269388,2-15-2014,11,6,2,922,193.62,2037.62,Flagship store,2-15-2023
22781866776,271875,2-15-2014,2,6,4,428,179.76,1891.76,TeleShop,2-15-2023
4449802598,271355,2-15-2014,12,6,4,999,419.58,4415.58,TeleShop,2-15-2023
3530523263,272777,2-15-2014,10,6,2,582,122.22,1286.22,MBR,2-15-2023
8433718881,271912,2-15-2014,11,6,2,1438,301.98,3177.98,MBR,2-15-2023
21494029219,268052,2-15-2014,4,2,4,228,95.76,1007.76,e-Shop,2-15-2023
56419730266,268772,2-15-2014,11,5,1,1213,127.365,1340.365,e-Shop,2-15-2023
50076728598,269014,2-15-2014,8,3,4,581,244.02,2568.02,e-Shop,2-15-2023
35243275448,273075,2-15-2014,2,6,4,1168,490.56,5162.56,TeleShop,2-15-2023
10942311291,271297,2-15-2014,3,1,2,756,158.76,1670.76,Flagship store,2-15-2023
63352996926,272145,2-15-2014,5,3,4,1342,563.64,5931.64,Flagship store,2-15-2023
73713102191,268867,2-15-2014,1,1,1,714,74.97,788.97,MBR,2-15-2023
70043127245,271595,2-15-2014,8,3,1,1461,153.405,1614.405,TeleShop,2-15-2023
85713951101,274609,2-15-2014,12,5,5,968,508.2,5348.2,TeleShop,2-15-2023
82975337804,272529,2-15-2014,4,4,4,869,364.98,3840.98,Flagship store,2-15-2023
84116465142,271368,2-15-2014,10,5,5,788,413.7,4353.7,MBR,2-15-2023
62672834763,268855,2-14-2014,4,3,3,1363,429.345,4518.345,e-Shop,2-14-2023
57134739558,270625,2-14-2014,1,1,5,595,312.375,3287.375,TeleShop,2-14-2023
57112244235,268076,2-14-2014,10,3,4,167,70.14,738.14,Flagship store,2-14-2023
6993051511,271658,2-14-2014,11,6,2,476,99.96,1051.96,e-Shop,2-14-2023
28621201753,271310,2-14-2014,10,6,-4,-219,91.98,-967.98,e-Shop,2-14-2023
2934877504,271859,2-14-2014,3,2,4,1274,535.08,5631.08,Flagship store,2-14-2023
56835507985,271744,2-14-2014,6,5,4,378,158.76,1670.76,MBR,2-14-2023
31183475305,273474,2-14-2014,9,3,2,706,148.26,1560.26,e-Shop,2-14-2023
50177628799,273763,2-14-2014,4,2,3,803,252.945,2661.945,MBR,2-14-2023
30489975482,274689,2-14-2014,10,3,4,1002,420.84,4428.84,MBR,2-14-2023
85198716539,269275,2-14-2014,10,3,1,96,10.08,106.08,TeleShop,2-14-2023
85284647047,271924,2-14-2014,2,6,2,367,77.07,811.07,Flagship store,2-14-2023
92809340294,271061,2-14-2014,4,3,3,1004,316.26,3328.26,e-Shop,2-14-2023
81262483026,268956,2-14-2014,9,3,4,700,294,3094,TeleShop,2-14-2023
99503089534,274266,2-14-2014,8,3,1,1370,143.85,1513.85,Flagship store,2-14-2023
88321457472,269907,2-14-2014,10,3,5,621,326.025,3431.025,e-Shop,2-14-2023
75927432534,267500,2-14-2014,1,4,2,845,177.45,1867.45,e-Shop,2-14-2023
70614782851,269140,2-14-2014,2,6,4,342,143.64,1511.64,TeleShop,2-14-2023
64655688681,268136,2-14-2014,1,4,5,153,80.325,845.325,TeleShop,2-14-2023
16952157158,271493,2-13-2014,4,4,2,1200,252,2652,e-Shop,2-13-2023
7719443790,271312,2-13-2014,10,3,4,1135,476.7,5016.7,e-Shop,2-13-2023
58500805392,267375,2-13-2014,4,4,3,85,26.775,281.775,TeleShop,2-13-2023
6801834681,273174,2-13-2014,4,1,1,642,67.41,709.41,Flagship store,2-13-2023
10655853079,267375,2-13-2014,6,5,4,1486,624.12,6568.12,TeleShop,2-13-2023
21685086436,274152,2-13-2014,2,6,3,765,240.975,2535.975,Flagship store,2-13-2023
36041524849,274408,2-13-2014,3,5,3,771,242.865,2555.865,Flagship store,2-13-2023
58780907716,270071,2-13-2014,11,6,2,819,171.99,1809.99,MBR,2-13-2023
35353613089,270207,2-13-2014,4,1,3,126,39.69,417.69,Flagship store,2-13-2023
2737048693,270263,2-13-2014,4,2,4,1108,465.36,4897.36,e-Shop,2-13-2023
84834490422,271596,2-13-2014,4,1,-4,-447,187.74,-1975.74,e-Shop,2-13-2023
78324020330,273304,2-13-2014,11,6,3,765,240.975,2535.975,e-Shop,2-13-2023
88853694830,268444,2-13-2014,4,4,3,80,25.2,265.2,MBR,2-13-2023
87149439767,273848,2-13-2014,6,5,3,1288,405.72,4269.72,TeleShop,2-13-2023
89646857855,273598,2-13-2014,11,6,4,755,317.1,3337.1,MBR,2-13-2023
12323853707,273552,02-12-2014,12,6,4,510,214.2,2254.2,TeleShop,2-12-2023
60596009595,274652,02-12-2014,12,5,4,183,76.86,808.86,MBR,2-12-2023
17146707816,274897,02-12-2014,12,5,3,622,195.93,2061.93,MBR,2-12-2023
36792372906,275246,02-12-2014,2,6,1,1185,124.425,1309.425,e-Shop,2-12-2023
38821078489,267025,02-12-2014,10,6,4,933,391.86,4123.86,e-Shop,2-12-2023
23525861068,268100,02-12-2014,1,2,3,1318,415.17,4369.17,TeleShop,2-12-2023
15403541663,266794,02-12-2014,3,2,2,322,67.62,711.62,e-Shop,2-12-2023
45649838090,273667,02-12-2014,11,6,1,1450,152.25,1602.25,e-Shop,2-12-2023
33433865581,269772,02-12-2014,4,2,3,1035,326.025,3431.025,TeleShop,2-12-2023
55245382907,270810,02-12-2014,4,3,2,979,205.59,2163.59,TeleShop,2-12-2023
74023090711,271180,02-12-2014,8,3,3,271,85.365,898.365,Flagship store,2-12-2023
76916560921,268720,02-12-2014,10,6,-4,-348,146.16,-1538.16,e-Shop,2-12-2023
79536458466,271944,02-12-2014,1,1,2,996,209.16,2201.16,e-Shop,2-12-2023
69329009642,273799,02-12-2014,9,3,1,357,37.485,394.485,TeleShop,2-12-2023
89214951500,273322,02-12-2014,12,6,1,1166,122.43,1288.43,TeleShop,2-12-2023
78753279494,269758,02-12-2014,10,5,3,952,299.88,3155.88,MBR,2-12-2023
97409887219,267466,02-12-2014,4,4,1,78,8.19,86.19,e-Shop,2-12-2023
65228973233,270009,02-12-2014,11,5,2,301,63.21,665.21,e-Shop,2-12-2023
83661978186,274678,02-12-2014,10,3,2,325,68.25,718.25,e-Shop,2-12-2023
50149714801,270330,02-11-2014,10,6,5,1453,762.825,8027.825,Flagship store,2-11-2023
39874643292,267524,02-11-2014,4,2,3,834,262.71,2764.71,e-Shop,2-11-2023
59774938687,272137,02-11-2014,12,6,-1,-541,56.805,-597.805,e-Shop,2-11-2023
26982813520,274048,02-11-2014,12,5,2,1410,296.1,3116.1,MBR,2-11-2023
16894888318,273946,02-11-2014,11,6,1,1238,129.99,1367.99,e-Shop,2-11-2023
2663044947,268959,02-11-2014,4,1,5,1440,756,7956,e-Shop,2-11-2023
34493454984,269413,02-11-2014,4,4,3,1236,389.34,4097.34,MBR,2-11-2023
17363873507,274693,02-11-2014,2,6,2,647,135.87,1429.87,TeleShop,2-11-2023
43134751727,268487,02-11-2014,3,2,1,611,64.155,675.155,e-Shop,2-11-2023
48458724845,274880,02-11-2014,11,5,4,431,181.02,1905.02,Flagship store,2-11-2023
18326377260,269601,02-11-2014,4,2,4,710,298.2,3138.2,Flagship store,2-11-2023
19332389714,267634,02-11-2014,3,1,2,335,70.35,740.35,Flagship store,2-11-2023
6707537285,269933,02-11-2014,4,2,2,1196,251.16,2643.16,TeleShop,2-11-2023
32636903929,270875,02-11-2014,10,3,-2,-316,66.36,-698.36,e-Shop,2-11-2023
44081602885,274345,02-11-2014,11,5,2,1437,301.77,3175.77,MBR,2-11-2023
77013937426,274781,02-11-2014,5,3,1,588,61.74,649.74,TeleShop,2-11-2023
74015278814,269847,02-11-2014,4,1,5,1406,738.15,7768.15,TeleShop,2-11-2023
67749427752,272137,02-11-2014,3,1,3,214,67.41,709.41,Flagship store,2-11-2023
63521826176,272561,02-11-2014,3,1,4,1101,462.42,4866.42,e-Shop,2-11-2023
75365399021,274526,02-11-2014,10,5,4,1251,525.42,5529.42,Flagship store,2-11-2023
19792156528,268098,02-10-2014,3,2,1,711,74.655,785.655,TeleShop,2-10-2023
46596657080,270631,02-10-2014,8,3,1,906,95.13,1001.13,TeleShop,2-10-2023
163194840,268845,02-10-2014,3,5,4,1093,459.06,4831.06,Flagship store,2-10-2023
42749293387,271872,02-10-2014,4,1,1,87,9.135,96.135,e-Shop,2-10-2023
52367686566,271735,02-10-2014,12,5,5,312,163.8,1723.8,MBR,2-10-2023
19030689527,274511,02-10-2014,11,6,1,542,56.91,598.91,e-Shop,2-10-2023
47710448314,269932,02-10-2014,12,6,-4,-666,279.72,-2943.72,e-Shop,2-10-2023
22385705298,269188,02-10-2014,7,5,5,554,290.85,3060.85,e-Shop,2-10-2023
59105495602,268995,02-10-2014,9,3,4,479,201.18,2117.18,Flagship store,2-10-2023
38825384480,267297,02-10-2014,12,5,4,725,304.5,3204.5,e-Shop,2-10-2023
83881310302,268713,02-10-2014,11,6,5,452,237.3,2497.3,MBR,2-10-2023
81261371045,273625,02-10-2014,10,3,2,815,171.15,1801.15,MBR,2-10-2023
88990481317,273646,02-10-2014,5,3,1,239,25.095,264.095,MBR,2-10-2023
85157626424,271384,02-10-2014,3,2,2,447,93.87,987.87,e-Shop,2-10-2023
64586839639,269225,02-10-2014,4,2,4,813,341.46,3593.46,TeleShop,2-10-2023
97048148140,268101,02-10-2014,4,3,4,1456,611.52,6435.52,Flagship store,2-10-2023
80632003085,268801,02-10-2014,10,6,4,857,359.94,3787.94,e-Shop,2-10-2023
80509578375,273454,02-10-2014,8,3,3,771,242.865,2555.865,e-Shop,2-10-2023
45988245637,270375,02-09-2014,10,5,3,970,305.55,3215.55,e-Shop,2-9-2023
27576087298,270419,02-09-2014,11,6,-2,-856,179.76,-1891.76,MBR,2-9-2023
62539388511,271683,02-09-2014,1,2,3,77,24.255,255.255,e-Shop,2-9-2023
40251543872,270018,02-09-2014,4,1,1,1149,120.645,1269.645,e-Shop,2-9-2023
23333535918,267067,02-09-2014,7,5,2,306,64.26,676.26,e-Shop,2-9-2023
33632846691,268606,02-09-2014,3,1,-5,-1146,601.65,-6331.65,e-Shop,2-9-2023
4346259881,269947,02-09-2014,8,3,5,857,449.925,4734.925,TeleShop,2-9-2023
39579115484,267463,02-09-2014,10,3,3,815,256.725,2701.725,MBR,2-9-2023
7038716135,272172,02-09-2014,7,5,3,519,163.485,1720.485,e-Shop,2-9-2023
33587223995,267662,02-09-2014,12,5,2,334,70.14,738.14,e-Shop,2-9-2023
8378457026,273358,02-09-2014,10,3,5,494,259.35,2729.35,e-Shop,2-9-2023
37044229807,269776,02-09-2014,4,4,1,613,64.365,677.365,e-Shop,2-9-2023
67548143862,272515,02-09-2014,1,4,-2,-586,123.06,-1295.06,MBR,2-9-2023
75768838702,269808,02-09-2014,5,3,3,1381,435.015,4578.015,TeleShop,2-9-2023
72558029032,267467,02-09-2014,1,4,4,611,256.62,2700.62,Flagship store,2-9-2023
83012826863,272365,02-09-2014,11,5,4,825,346.5,3646.5,MBR,2-9-2023
78615435064,270111,02-09-2014,4,3,2,1069,224.49,2362.49,Flagship store,2-9-2023
65766709899,266843,02-09-2014,2,6,5,934,490.35,5160.35,TeleShop,2-9-2023
88707635548,267754,02-09-2014,4,2,1,257,26.985,283.985,e-Shop,2-9-2023
86159101262,270240,02-09-2014,12,5,3,680,214.2,2254.2,e-Shop,2-9-2023
56288202501,267656,02-08-2014,10,6,-3,-421,132.615,-1395.615,e-Shop,2-8-2023
1255149551,268364,02-08-2014,12,5,1,495,51.975,546.975,TeleShop,2-8-2023
364208039,271694,02-08-2014,3,5,3,935,294.525,3099.525,e-Shop,2-8-2023
13264686077,273267,02-08-2014,4,2,4,1177,494.34,5202.34,e-Shop,2-8-2023
28977973301,273368,02-08-2014,12,6,5,627,329.175,3464.175,MBR,2-8-2023
60419542443,273598,02-08-2014,12,5,2,849,178.29,1876.29,e-Shop,2-8-2023
38646806488,273353,02-08-2014,11,6,2,787,165.27,1739.27,e-Shop,2-8-2023
6002148986,268402,02-08-2014,10,3,3,537,169.155,1780.155,Flagship store,2-8-2023
14834552371,274650,02-08-2014,12,5,1,498,52.29,550.29,Flagship store,2-8-2023
24352273509,273140,02-08-2014,4,4,5,621,326.025,3431.025,e-Shop,2-8-2023
17363351082,267926,02-08-2014,2,6,1,1398,146.79,1544.79,MBR,2-8-2023
61981174638,272143,02-08-2014,4,4,2,615,129.15,1359.15,TeleShop,2-8-2023
90855483222,274895,02-08-2014,5,3,1,372,39.06,411.06,Flagship store,2-8-2023
68620999310,273660,02-08-2014,4,3,4,1202,504.84,5312.84,e-Shop,2-8-2023
90375459981,269269,02-08-2014,4,3,4,232,97.44,1025.44,e-Shop,2-8-2023
76880074300,275227,02-08-2014,10,5,3,298,93.87,987.87,MBR,2-8-2023
65582112405,267243,02-08-2014,1,1,-3,-1259,396.585,-4173.585,e-Shop,2-8-2023
93495212754,269950,02-08-2014,12,5,2,646,135.66,1427.66,Flagship store,2-8-2023
93868053857,270042,02-08-2014,10,3,5,1393,731.325,7696.325,e-Shop,2-8-2023
33632846691,268606,02-07-2014,3,1,-5,-1146,601.65,-6331.65,e-Shop,2-7-2023
45033226236,274250,02-07-2014,1,4,2,1326,278.46,2930.46,e-Shop,2-7-2023
12161898302,274402,02-07-2014,1,2,1,891,93.555,984.555,TeleShop,2-7-2023
39489465631,275082,02-07-2014,10,6,2,403,84.63,890.63,MBR,2-7-2023
41870403334,273965,02-07-2014,1,4,5,510,267.75,2817.75,e-Shop,2-7-2023
57797450946,272395,02-07-2014,12,6,5,80,42,442,Flagship store,2-7-2023
59774938687,272137,02-07-2014,12,6,1,541,56.805,597.805,e-Shop,2-7-2023
54468563132,270773,02-07-2014,1,2,1,949,99.645,1048.645,e-Shop,2-7-2023
15209954032,267704,02-07-2014,10,6,4,784,329.28,3465.28,e-Shop,2-7-2023
7699070022,268670,02-07-2014,1,2,1,1183,124.215,1307.215,e-Shop,2-7-2023
54730601969,274917,02-07-2014,1,1,5,102,53.55,563.55,e-Shop,2-7-2023
52050513659,272985,02-07-2014,4,2,3,1389,437.535,4604.535,e-Shop,2-7-2023
34021802745,271577,02-07-2014,3,1,4,1247,523.74,5511.74,Flagship store,2-7-2023
59849740275,270405,02-07-2014,3,5,5,260,136.5,1436.5,TeleShop,2-7-2023
27835361772,273083,02-07-2014,3,1,4,1141,479.22,5043.22,e-Shop,2-7-2023
33904181275,272874,02-07-2014,12,5,5,556,291.9,3071.9,e-Shop,2-7-2023
3030817826,269741,02-07-2014,5,3,1,493,51.765,544.765,e-Shop,2-7-2023
84834490422,271596,02-07-2014,4,1,4,447,187.74,1975.74,e-Shop,2-7-2023
76916560921,268720,02-07-2014,10,6,4,348,146.16,1538.16,e-Shop,2-7-2023
77738613519,275104,02-07-2014,10,5,4,1219,511.98,5387.98,e-Shop,2-7-2023
99564160197,275204,02-07-2014,2,6,-5,-868,455.7,-4795.7,MBR,2-7-2023
90027428071,275056,02-07-2014,4,1,2,401,84.21,886.21,TeleShop,2-7-2023
75588795256,268275,02-07-2014,4,2,-5,-1144,600.6,-6320.6,e-Shop,2-7-2023
70614471898,274772,02-07-2014,3,1,5,163,85.575,900.575,TeleShop,2-7-2023
98359405385,274331,02-07-2014,3,5,-4,-1314,551.88,-5807.88,MBR,2-7-2023
85541056281,273367,02-07-2014,8,3,5,303,159.075,1674.075,MBR,2-7-2023
52563546033,270178,02-06-2014,9,3,5,733,384.825,4049.825,TeleShop,2-6-2023
28640836748,269049,02-06-2014,3,1,5,1293,678.825,7143.825,Flagship store,2-6-2023
21165396469,271101,02-06-2014,11,6,4,427,179.34,1887.34,TeleShop,2-6-2023
61647375755,271935,02-06-2014,3,2,2,282,59.22,623.22,Flagship store,2-6-2023
22635337610,273863,02-06-2014,10,5,2,1137,238.77,2512.77,TeleShop,2-6-2023
61800180485,273363,02-06-2014,3,2,3,575,181.125,1906.125,TeleShop,2-6-2023
28010239247,273871,02-06-2014,2,6,4,897,376.74,3964.74,MBR,2-6-2023
32722184372,269527,02-06-2014,10,5,1,688,72.24,760.24,e-Shop,2-6-2023
10535054637,273221,02-06-2014,6,5,4,1145,480.9,5060.9,TeleShop,2-6-2023
9107602878,266900,02-06-2014,3,1,2,666,139.86,1471.86,Flagship store,2-6-2023
33661068980,273651,02-06-2014,11,5,1,707,74.235,781.235,e-Shop,2-6-2023
8890120338,272794,02-06-2014,10,5,1,615,64.575,679.575,e-Shop,2-6-2023
56624369341,270072,02-06-2014,6,5,1,428,44.94,472.94,Flagship store,2-6-2023
57234040200,272816,02-06-2014,7,5,5,1477,775.425,8160.425,MBR,2-6-2023
91565824523,267833,02-06-2014,12,6,2,571,119.91,1261.91,e-Shop,2-6-2023
78935183480,275010,02-06-2014,3,1,2,1262,265.02,2789.02,e-Shop,2-6-2023
80187350207,269221,02-06-2014,11,5,1,497,52.185,549.185,e-Shop,2-6-2023
71352894214,269787,02-06-2014,3,5,1,96,10.08,106.08,Flagship store,2-6-2023
77645508568,275134,02-06-2014,10,5,3,1052,331.38,3487.38,Flagship store,2-6-2023
81111550420,274369,02-06-2014,10,6,5,1335,700.875,7375.875,MBR,2-6-2023
27576087298,270419,02-05-2014,11,6,2,856,179.76,1891.76,MBR,2-5-2023
51473331806,267794,02-05-2014,1,1,3,292,91.98,967.98,TeleShop,2-5-2023
14735497960,270253,02-05-2014,4,1,1,225,23.625,248.625,TeleShop,2-5-2023
16495297625,270148,02-05-2014,5,3,4,998,419.16,4411.16,Flagship store,2-5-2023
41451156208,272672,02-05-2014,1,2,2,269,56.49,594.49,Flagship store,2-5-2023
28621201753,271310,02-05-2014,10,6,4,219,91.98,967.98,e-Shop,2-5-2023
46654312080,271152,02-05-2014,3,5,2,1106,232.26,2444.26,e-Shop,2-5-2023
34370573493,269370,02-05-2014,9,3,2,83,17.43,183.43,MBR,2-5-2023
33588407342,271494,02-05-2014,3,5,4,559,234.78,2470.78,e-Shop,2-5-2023
46019709226,272852,02-05-2014,11,5,1,882,92.61,974.61,TeleShop,2-5-2023
33632846691,268606,02-05-2014,3,1,5,1146,601.65,6331.65,e-Shop,2-5-2023
95462385777,273023,02-05-2014,11,6,-5,-1453,762.825,-8027.825,e-Shop,2-5-2023
78340008725,273096,02-05-2014,2,6,2,598,125.58,1321.58,MBR,2-5-2023
94902984271,270831,02-05-2014,8,3,-5,-1221,641.025,-6746.025,Flagship store,2-5-2023
67958065319,270714,02-05-2014,12,6,2,306,64.26,676.26,e-Shop,2-5-2023
92456150942,267489,02-05-2014,1,1,-4,-587,246.54,-2594.54,TeleShop,2-5-2023
75588795256,268275,02-05-2014,4,2,5,1144,600.6,6320.6,e-Shop,2-5-2023
21306057166,269711,02-04-2014,6,5,1,207,21.735,228.735,TeleShop,2-4-2023
38796532648,268931,02-04-2014,4,3,5,1076,564.9,5944.9,Flagship store,2-4-2023
51203180395,270481,02-04-2014,2,6,1,1044,109.62,1153.62,Flagship store,2-4-2023
1278547891,270252,02-04-2014,1,4,2,1477,310.17,3264.17,e-Shop,2-4-2023
32815955218,275225,02-04-2014,10,3,4,370,155.4,1635.4,MBR,2-4-2023
